date,compound_score
2003-06-29,-0.0548764705882353
2003-06-30,-0.07044428571428571
2003-07-01,-0.09788078602620087
2003-07-02,-0.04282093023255814
2003-07-03,-0.06705867346938775
2003-07-04,-0.06155252100840336
2003-07-05,-0.11300708661417323
2003-07-06,-0.11497952755905512
2003-07-07,-0.04480429184549357
2003-07-08,-0.07353403361344538
2003-07-09,-0.03035042372881356
2003-07-10,-0.06362396694214877
2003-07-11,-0.10119442060085837
2003-07-12,-0.08513087248322147
2003-07-13,-0.07423205128205128
2003-07-14,-0.06956147186147187
2003-07-15,-0.11338432203389831
2003-07-16,-0.03551694214876033
2003-07-17,-0.061469583333333334
2003-07-18,-0.06071487603305785
2003-07-19,-0.07076065573770492
2003-07-20,-0.0751822033898305
2003-07-21,-0.052805
2003-07-22,-0.10634560669456067
2003-07-23,-0.05385867768595041
2003-07-24,-0.04790737704918033
2003-07-25,-0.07433817427385893
2003-07-26,-0.11958993710691822
2003-07-27,-0.1618203947368421
2003-07-28,-0.004752422907488986
2003-07-29,-0.06482635983263597
2003-07-30,-0.06644096916299559
2003-07-31,-0.05980163265306122
2003-08-01,-0.04214439834024897
2003-08-02,-0.07577213114754097
2003-08-03,-0.14664296875
2003-08-04,-0.05568442622950819
2003-08-05,-0.03265614754098361
2003-08-06,-0.09954715447154472
2003-08-07,-0.053520920502092055
2003-08-08,-0.04191168831168831
2003-08-09,-0.1900152
2003-08-10,-0.10741129032258064
2003-08-11,-0.06622415254237288
2003-08-12,-0.10210897959183673
2003-08-13,-0.0889111570247934
2003-08-14,-0.048792237442922375
2003-08-15,-0.0470655737704918
2003-08-16,-0.06113863636363636
2003-08-17,-0.06837657657657657
2003-08-18,-0.07438375
2003-08-19,-0.058685714285714285
2003-08-20,-0.05300386266094421
2003-08-21,-0.07963761061946903
2003-08-22,-0.09699223300970873
2003-08-23,-0.0843203007518797
2003-08-24,-0.06542053571428572
2003-08-25,-0.06054594594594595
2003-08-26,-0.031836444444444445
2003-08-27,-0.03259805825242718
2003-08-28,-0.07700976744186046
2003-08-29,-0.01323365384615385
2003-08-30,-0.08174305555555555
2003-08-31,-0.10043571428571428
2003-09-01,-0.004272340425531919
2003-09-02,-0.035486725663716814
2003-09-03,-0.07589814814814816
2003-09-04,-0.09028222222222222
2003-09-05,-0.044217117117117115
2003-09-06,-0.14751037735849057
2003-09-07,-0.026648979591836736
2003-09-08,-0.07135254237288134
2003-09-09,-0.02928483606557377
2003-09-10,-0.09443954545454544
2003-09-11,-0.11095091743119266
2003-09-12,-0.057520524017467246
2003-09-13,-0.10470087719298246
2003-09-14,-0.06196509433962264
2003-09-15,-0.08270185185185185
2003-09-16,-0.12280799999999999
2003-09-17,-0.07643106382978725
2003-09-18,-0.11364956896551724
2003-09-19,-0.0521646017699115
2003-09-20,-0.11537603305785124
2003-09-21,-0.08103902439024391
2003-09-22,-0.03722163461538462
2003-09-23,-0.06783039647577092
2003-09-24,-0.08814439461883407
2003-09-25,-0.07575789473684211
2003-09-26,-0.0452044776119403
2003-09-27,-0.0825625
2003-09-28,-0.06293671875
2003-09-29,-0.05432814070351758
2003-09-30,-0.07556725663716814
2003-10-01,-0.04347862903225806
2003-10-02,-0.06129217391304347
2003-10-03,-0.1048632911392405
2003-10-04,-0.07289407407407407
2003-10-05,-0.10661818181818182
2003-10-06,-0.041425118483412314
2003-10-07,-0.05683548387096774
2003-10-08,-0.08156514522821577
2003-10-09,-0.10038388429752065
2003-10-10,-0.08947179487179487
2003-10-11,-0.07850268456375839
2003-10-12,-0.08023243243243243
2003-10-13,-0.040331603773584905
2003-10-14,-0.0370953781512605
2003-10-15,-0.07873632653061224
2003-10-16,-0.05526530612244898
2003-10-17,-0.04694939271255061
2003-10-18,-0.13236614173228348
2003-10-19,-0.0643158878504673
2003-10-20,-0.05685428571428571
2003-10-21,-0.037816326530612246
2003-10-22,-0.057077642276422765
2003-10-23,-0.06651784232365145
2003-10-24,-0.04646818181818182
2003-10-25,-0.0467538961038961
2003-10-26,-0.078963698630137
2003-10-27,-0.06102254098360656
2003-10-28,-0.05344105691056911
2003-10-29,-0.10209065040650407
2003-10-30,-0.08646489795918368
2003-10-31,-0.05961373390557939
2003-11-01,-0.09870091743119266
2003-11-02,-0.07366639344262295
2003-11-03,-0.07549338842975208
2003-11-04,-0.0921271523178808
2003-11-05,-0.109959375
2003-11-06,-0.031323684210526316
2003-11-07,-0.035006382978723403
2003-11-08,-0.022438571428571422
2003-11-09,-0.12211428571428572
2003-11-10,-0.09011171171171171
2003-11-11,-0.07624030612244898
2003-11-12,-0.06926550218340612
2003-11-13,-0.03506514522821577
2003-11-14,-0.04833916666666667
2003-11-15,-0.08792713178294574
2003-11-16,-0.14850165289256198
2003-11-17,-0.07453852813852814
2003-11-18,-0.08213800904977375
2003-11-19,-0.04951384615384616
2003-11-20,-0.07548178137651822
2003-11-21,-0.08384180327868852
2003-11-22,-0.11356031746031746
2003-11-23,-0.051592198581560285
2003-11-24,0.000756542056074767
2003-11-25,-0.08228041666666666
2003-11-26,-0.03147786885245902
2003-11-27,-0.0801510460251046
2003-11-28,-0.03472863436123348
2003-11-29,-0.06910162601626016
2003-11-30,-0.05188046875
2003-12-01,-0.07730934959349593
2003-12-02,-0.05294208333333333
2003-12-03,-0.059937083333333335
2003-12-04,-0.059578629032258065
2003-12-05,-0.0712711382113821
2003-12-06,-0.06162313432835821
2003-12-07,-0.04643565891472868
2003-12-08,-0.06999917355371901
2003-12-09,-0.06897899159663866
2003-12-10,-0.057668979591836735
2003-12-11,-0.03315
2003-12-12,-0.07414526748971192
2003-12-13,-0.09511532258064516
2003-12-14,-0.08415714285714286
2003-12-15,-0.043035918367346944
2003-12-16,-0.05016460905349794
2003-12-17,-0.036440366972477066
2003-12-18,-0.06404708737864077
2003-12-19,-0.02980414507772021
2003-12-20,-0.08447226890756303
2003-12-21,-0.12133813559322033
2003-12-22,-0.09690217391304348
2003-12-23,-0.17026369047619047
2003-12-24,-0.07142727272727273
2003-12-25,-0.2040783505154639
2003-12-26,-0.17707631578947367
2003-12-27,-0.1694175182481752
2003-12-28,-0.137587969924812
2003-12-29,-0.12871333333333335
2003-12-30,-0.05359776536312849
2003-12-31,-0.04959781420765027
2004-01-01,-0.09998382352941176
2004-01-02,-0.08630121212121211
2004-01-03,-0.18292777777777777
2004-01-04,-0.13274508196721313
2004-01-05,-0.09412883720930233
2004-01-06,-0.05778636363636364
2004-01-07,-0.07245840707964601
2004-01-08,-0.059925806451612905
2004-01-09,-0.04686596858638743
2004-01-10,-0.08459520958083833
2004-01-11,-0.1816073619631902
2004-01-12,-0.08123785310734463
2004-01-13,-0.058193236714975845
2004-01-14,-0.04872255319148936
2004-01-15,-0.059366990291262134
2004-01-16,-0.04014405286343613
2004-01-17,-0.05531880341880342
2004-01-18,-0.1459556701030928
2004-01-19,-0.07213592814371257
2004-01-20,-0.09614615384615384
2004-01-21,-0.09080228310502284
2004-01-22,-0.058088317757009345
2004-01-23,-0.08040401785714286
2004-01-24,-0.10307162162162162
2004-01-25,-0.047879844961240314
2004-01-26,0.006461235955056179
2004-01-27,-0.0667791304347826
2004-01-28,-0.11611163793103448
2004-01-29,-0.09052926829268293
2004-01-30,-0.06609033613445378
2004-01-31,-0.06316666666666666
2004-02-01,-0.07487132352941175
2004-02-02,-0.0866291866028708
2004-02-03,-0.11812454545454545
2004-02-04,-0.061357286432160804
2004-02-05,-0.06978078602620087
2004-02-06,-0.08091596638655461
2004-02-07,-0.056549342105263155
2004-02-08,-0.058333333333333334
2004-02-09,0.007736486486486487
2004-02-10,-0.08819424778761062
2004-02-11,-0.05717081545064378
2004-02-12,-0.07096885245901638
2004-02-13,-0.06109650655021834
2004-02-14,-0.10371111111111112
2004-02-15,-0.07313833333333333
2004-02-16,-0.09965319148936169
2004-02-17,-0.06877606837606837
2004-02-18,-0.08965446808510638
2004-02-19,-0.07830495867768594
2004-02-20,-0.11894406779661017
2004-02-21,-0.08761968503937008
2004-02-22,-0.045075000000000004
2004-02-23,-0.07132226890756302
2004-02-24,-0.07619749999999999
2004-02-25,-0.05305614754098361
2004-02-26,-0.0568402489626556
2004-02-27,-0.06090901287553648
2004-02-28,-0.12632595419847328
2004-02-29,0.0020802816901408466
2004-03-01,-0.03668953974895397
2004-03-02,-0.05875140186915887
2004-03-03,-0.10808833333333333
2004-03-04,-0.048166216216216216
2004-03-05,-0.06583827751196172
2004-03-06,-0.11385133333333333
2004-03-07,-0.11136513157894735
2004-03-08,-0.029560986547085204
2004-03-09,-0.08940041666666666
2004-03-10,-0.11129125000000001
2004-03-11,-0.06585888324873096
2004-03-12,-0.10760042194092827
2004-03-13,-0.07562448979591836
2004-03-14,-0.10920930232558139
2004-03-15,-0.10896136363636363
2004-03-16,-0.08519102564102564
2004-03-17,-0.05046217391304347
2004-03-18,-0.0985958158995816
2004-03-19,-0.05381410788381743
2004-03-20,-0.13290993377483443
2004-03-21,-0.10029034482758621
2004-03-22,-0.12058601694915255
2004-03-23,-0.11182458333333334
2004-03-24,-0.045166108786610884
2004-03-25,-0.08381422413793103
2004-03-26,-0.06797847533632287
2004-03-27,-0.10461436781609196
2004-03-28,-0.07830548780487805
2004-03-29,-0.09056523605150216
2004-03-30,-0.11987584745762712
2004-03-31,-0.11501347826086956
2004-04-01,-0.09230043859649123
2004-04-02,-0.07242974137931034
2004-04-03,-0.10821730769230768
2004-04-04,-0.13307028985507247
2004-04-05,-0.09797729257641923
2004-04-06,-0.08068375
2004-04-07,-0.06280543933054393
2004-04-08,-0.07328348214285714
2004-04-09,-0.16106159420289856
2004-04-10,-0.1127049645390071
2004-04-11,-0.11841171875
2004-04-12,-0.04046312849162011
2004-04-13,-0.06946923076923077
2004-04-14,-0.0722514403292181
2004-04-15,-0.061016666666666663
2004-04-16,-0.07274032921810698
2004-04-17,-0.09117063492063493
2004-04-18,-0.09555470085470086
2004-04-19,-0.05137303921568628
2004-04-20,-0.060195631067961164
2004-04-21,-0.11611761904761904
2004-04-22,-0.07766444444444444
2004-04-23,-0.09699915611814347
2004-04-24,-0.09524876033057851
2004-04-25,-0.09977293233082707
2004-04-26,-0.08315784753363228
2004-04-27,-0.037995299145299144
2004-04-28,-0.062294537815126054
2004-04-29,-0.06717792792792793
2004-04-30,-0.036900444444444444
2004-05-01,-0.07976341463414634
2004-05-02,-0.0664354609929078
2004-05-03,-0.08378461538461537
2004-05-04,-0.13843037974683545
2004-05-05,-0.04539615384615384
2004-05-06,-0.0882832618025751
2004-05-07,-0.055400429184549356
2004-05-08,-0.09591726618705036
2004-05-09,-0.15531296296296299
2004-05-10,-0.11843596059113301
2004-05-11,-0.0684949790794979
2004-05-12,-0.08743861386138614
2004-05-13,-0.1095112554112554
2004-05-14,-0.0856381974248927
2004-05-15,-0.07525677966101695
2004-05-16,-0.08447758620689655
2004-05-17,-0.06843849372384937
2004-05-18,-0.12879752066115702
2004-05-19,-0.09248362831858406
2004-05-21,-0.10254703389830509
2004-05-22,-0.09275428571428572
2004-05-23,-0.051219834710743796
2004-05-24,-0.1045111607142857
2004-05-25,-0.0637641592920354
2004-05-26,-0.07084518828451883
2004-05-27,-0.10852382978723404
2004-05-28,-0.08402161016949153
2004-05-29,-0.12764637681159421
2004-05-30,-0.08515377358490565
2004-05-31,-0.1283908695652174
2004-06-01,-0.10700743801652893
2004-06-02,-0.10412447257383965
2004-06-03,-0.1434504132231405
2004-06-04,-0.06613898305084746
2004-06-05,-0.025311940298507467
2004-06-06,0.037250413223140495
2004-06-07,-0.023015094339622642
2004-06-08,-0.09011848739495798
2004-06-09,-0.06480785123966942
2004-06-10,-0.05752427983539094
2004-06-11,-0.07324595744680852
2004-06-12,-0.1214125
2004-06-13,-0.028361392405063295
2004-06-14,-0.021765656565656568
2004-06-15,-0.026419742489270388
2004-06-16,-0.04260299145299146
2004-06-17,-0.0849427966101695
2004-06-18,-0.10650978723404256
2004-06-19,-0.076979754601227
2004-06-20,-0.11762297297297297
2004-06-21,-0.040510878661087865
2004-06-22,-0.08605042016806723
2004-06-23,-0.1105395652173913
2004-06-24,-0.09302217573221756
2004-06-25,-0.07506375
2004-06-26,-0.07354179104477612
2004-06-27,-0.04316076923076923
2004-06-28,-0.06077121951219512
2004-06-29,-0.0887450643776824
2004-06-30,-0.04351201716738197
2004-07-01,-0.10481217391304348
2004-07-02,-0.06722088888888889
2004-07-03,-0.14648153846153847
2004-07-04,-0.0868948275862069
2004-07-05,-0.015441628959276019
2004-07-06,-0.07108427947598255
2004-07-07,-0.09005381355932204
2004-07-08,-0.04769703389830509
2004-07-09,-0.06618558951965066
2004-07-10,-0.08364701492537313
2004-07-11,-0.06194016393442623
2004-07-12,-0.07264873949579831
2004-07-13,-0.10750548523206752
2004-07-14,-0.06785941422594143
2004-07-15,-0.046763179916317996
2004-07-16,-0.08171981566820277
2004-07-17,-0.09009318181818182
2004-07-18,-0.0801107438016529
2004-07-19,-0.04679094827586207
2004-07-20,-0.09000867579908675
2004-07-21,-0.036972881355932206
2004-07-22,-0.07083291139240505
2004-07-23,-0.071384388185654
2004-07-24,-0.033316000000000005
2004-07-25,-0.05296942148760331
2004-07-26,-0.08526386554621848
2004-07-27,-0.07435454545454545
2004-07-28,-0.08120141509433962
2004-07-29,-0.03816519823788546
2004-07-30,-0.09421822429906543
2004-07-31,-0.06112857142857143
2004-08-01,-0.12015192307692307
2004-08-02,-0.07687110091743118
2004-08-03,-0.07549527896995707
2004-08-04,-0.1343177966101695
2004-08-05,-0.10865940170940172
2004-08-06,-0.11612151898734176
2004-08-07,-0.1303048076923077
2004-08-08,-0.07096106194690265
2004-08-09,-0.03649551020408163
2004-08-10,-0.0797717299578059
2004-08-11,-0.09149117647058823
2004-08-12,-0.08029404255319149
2004-08-13,-0.08848135593220338
2004-08-14,-0.07421679389312977
2004-08-15,-0.026947619047619047
2004-08-16,-0.06975481171548116
2004-08-17,-0.08979792531120333
2004-08-18,-0.04151877551020408
2004-08-19,-0.042173504273504275
2004-08-20,-0.05381715481171548
2004-08-21,0.0009983783783783751
2004-08-22,-0.023380000000000005
2004-08-23,-0.03505966386554622
2004-08-24,-0.05842416666666666
2004-08-25,-0.057818828451882846
2004-08-26,-0.07947581967213115
2004-08-27,-0.05834725738396624
2004-08-28,-0.05943358208955223
2004-08-29,0.03394566929133858
2004-08-30,-0.04251784232365145
2004-08-31,-0.06559792531120333
2004-09-02,-0.025678389830508477
2004-09-03,-0.03325574468085106
2004-09-04,-0.07096456692913385
2004-09-05,-0.08204754098360656
2004-09-06,-0.05527107438016529
2004-09-07,-0.08650723981900452
2004-09-08,-0.06921374407582939
2004-09-09,-0.07614708333333334
2004-09-10,-0.07122203389830507
2004-09-11,-0.12498712121212122
2004-09-12,-0.10665272727272727
2004-09-13,-0.08019128630705394
2004-09-14,-0.11165927601809955
2004-09-15,-0.0985265306122449
2004-09-16,-0.05863514644351464
2004-09-17,-0.08352596153846154
2004-09-18,-0.07106434782608695
2004-09-19,-0.0787812030075188
2004-09-20,-0.06312916666666667
2004-09-21,-0.08079406392694063
2004-09-22,-0.06209369747899159
2004-09-23,-0.10663347280334727
2004-09-24,-0.05236261261261261
2004-09-25,-0.09049495798319328
2004-09-26,-0.05444368932038835
2004-09-27,-0.08245899581589958
2004-09-28,-0.09293781512605041
2004-09-29,-0.06111638655462185
2004-09-30,-0.08639059829059828
2004-10-01,-0.07517757009345795
2004-10-02,-0.13571824324324325
2004-10-03,-0.056219200000000004
2004-10-04,-0.08977079207920792
2004-10-05,-0.07304222222222222
2004-10-06,-0.04851646090534979
2004-10-07,-0.06191775700934579
2004-10-08,-0.08318884297520661
2004-10-09,-0.07139861111111111
2004-10-10,-0.08602639999999999
2004-10-11,-0.07462112068965518
2004-10-12,-0.07476590909090909
2004-10-13,-0.10074588744588746
2004-10-14,-0.09986331877729258
2004-10-15,-0.08331120331950208
2004-10-16,-0.09504793388429753
2004-10-17,0.006705882352941175
2004-10-18,-0.06557744680851064
2004-10-19,-0.04487385892116183
2004-10-20,-0.07615643153526971
2004-10-21,-0.08111078838174274
2004-10-22,-0.11575274261603376
2004-10-23,-0.07533193277310923
2004-10-24,-0.1414642857142857
2004-10-25,-0.06308583333333334
2004-10-26,-0.05017573221757322
2004-10-27,-0.07440171673819743
2004-10-28,-0.0917563025210084
2004-10-29,-0.10635949367088608
2004-10-30,-0.12962549019607844
2004-10-31,0.0034731182795698914
2004-11-01,-0.038015999999999994
2004-11-02,-0.09592194092827004
2004-11-03,-0.03876127659574468
2004-11-04,-0.03347521008403361
2004-11-05,-0.08936793248945148
2004-11-06,-0.14155245901639346
2004-11-07,-0.10828780487804877
2004-11-08,-0.07874976958525345
2004-11-09,-0.08507142857142856
2004-11-10,-0.06329234042553192
2004-11-11,-0.11453891213389121
2004-11-12,-0.09876416666666668
2004-11-13,-0.15006546762589928
2004-11-14,-0.03549912280701755
2004-11-15,-0.06069781659388647
2004-11-16,-0.07568781512605043
2004-11-17,-0.052285407725321885
2004-11-18,-0.07263206751054851
2004-11-19,-0.09837184873949581
2004-11-20,-0.1076726618705036
2004-11-21,-0.11746802721088437
2004-11-22,-0.10339663865546218
2004-11-23,-0.07921369294605808
2004-11-24,-0.061
2004-11-25,-0.09135872340425533
2004-11-26,-0.11228193277310924
2004-11-27,-0.09292700729927007
2004-11-28,-0.08688064516129032
2004-11-29,-0.07401674641148326
2004-11-30,-0.04827385892116183
2004-12-01,-0.1264204255319149
2004-12-02,-0.05249484978540772
2004-12-03,-0.10096068376068376
2004-12-04,-0.07824915254237287
2004-12-05,-0.08308606557377049
2004-12-06,-0.05705409090909091
2004-12-07,-0.08209915611814346
2004-12-08,-0.08128571428571428
2004-12-09,-0.054843347639484986
2004-12-10,-0.027229831932773108
2004-12-11,-0.14654328358208957
2004-12-12,-0.08359396551724138
2004-12-13,-0.060568965517241384
2004-12-14,-0.017313278008298752
2004-12-15,-0.07476976744186048
2004-12-16,-0.10393246753246754
2004-12-17,-0.12122062780269058
2004-12-18,-0.10773859649122806
2004-12-19,-0.09906220472440945
2004-12-20,-0.06474629629629629
2004-12-21,-0.07138857142857143
2004-12-22,-0.12715533980582525
2004-12-23,-0.11712757009345795
2004-12-24,-0.0953173076923077
2004-12-25,-0.07916029411764706
2004-12-26,-0.169463
2004-12-27,-0.11464848484848485
2004-12-28,-0.11107115384615386
2004-12-29,-0.09137894736842105
2004-12-30,-0.07443024390243903
2004-12-31,-0.10096480446927375
2005-01-01,-0.029927692307692304
2005-01-02,-0.07875438596491229
2005-01-03,-0.14872261904761905
2005-01-04,-0.06034115044247788
2005-01-05,-0.06408651162790698
2005-01-06,-0.0556056277056277
2005-01-07,-0.04138940677966102
2005-01-08,-0.049486718750000006
2005-01-09,-0.10605348837209302
2005-01-10,-0.07397757009345794
2005-01-11,-0.0738112676056338
2005-01-12,-0.09840991379310345
2005-01-13,-0.060543459915611816
2005-01-14,-0.09326008771929825
2005-01-15,-0.0751275
2005-01-16,-0.12763969465648856
2005-01-17,-0.03865420168067227
2005-01-18,-0.09293823529411764
2005-01-19,-0.07651000000000001
2005-01-20,-0.07615617021276595
2005-01-21,-0.1063447488584475
2005-01-22,-0.12616031746031747
2005-01-23,-0.07078137931034484
2005-01-24,-0.06633415637860082
2005-01-25,-0.08289668049792531
2005-01-26,0.04498193277310924
2005-01-27,-0.03958617886178861
2005-01-28,-0.07165208333333334
2005-01-29,-0.1018432
2005-01-30,-0.11582538461538461
2005-01-31,-0.08341416666666666
2005-02-01,-0.048202904564315356
2005-02-02,-0.05831659751037344
2005-02-03,-0.0710091286307054
2005-02-04,-0.08310862068965516
2005-02-05,-0.1174728813559322
2005-02-06,-0.05575666666666667
2005-02-07,-0.07648739495798319
2005-02-08,-0.09596954732510288
2005-02-09,-0.057761344537815125
2005-02-10,-0.09039327731092438
2005-02-11,-0.07923177966101694
2005-02-12,-0.09520806451612902
2005-02-13,-0.0506904
2005-02-14,-0.08997833333333333
2005-02-15,-0.09499871244635194
2005-02-16,-0.05298264462809917
2005-02-17,-0.055367364016736406
2005-02-18,-0.042635744680851066
2005-02-19,-0.06984473684210527
2005-02-20,-0.016660156250000002
2005-02-21,0.016198678414096914
2005-02-22,-0.05722838983050848
2005-02-23,-0.07056244725738396
2005-02-24,-0.07839748953974897
2005-02-25,-0.0666218487394958
2005-02-26,-0.0923962962962963
2005-02-27,-0.08075390625000001
2005-02-28,-0.027297872340425532
2005-03-01,-0.0803353448275862
2005-03-02,-0.087848
2005-03-03,-0.10461923076923076
2005-03-04,-0.05452217391304348
2005-03-05,-0.06117538461538462
2005-03-06,-0.03386535433070866
2005-03-07,-0.061405485232067514
2005-03-08,-0.09459703389830508
2005-03-09,-0.08304199134199135
2005-03-10,-0.06262542372881355
2005-03-11,-0.06624703389830508
2005-03-12,-0.10203445378151262
2005-03-13,-0.1050968
2005-03-14,-0.06961361702127661
2005-03-15,-0.0680604255319149
2005-03-16,-0.06661428571428572
2005-03-17,-0.09614042553191489
2005-03-18,-0.09295489361702128
2005-03-19,-0.08753560606060606
2005-03-20,-0.1081953488372093
2005-03-21,-0.09993833333333332
2005-03-22,-0.10271681034482759
2005-03-23,-0.12871603375527427
2005-03-24,-0.06606276150627614
2005-03-25,-0.13174830508474578
2005-03-26,-0.04844455445544554
2005-03-27,-0.1101075
2005-03-28,-0.03549883720930233
2005-03-29,-0.08957695652173912
2005-03-30,-0.10241239669421487
2005-03-31,-0.08854297872340426
2005-04-01,-0.06467333333333333
2005-04-02,-0.04517333333333333
2005-04-03,-0.11397058823529412
2005-04-04,-0.10415274261603376
2005-04-05,-0.1035450643776824
2005-04-06,-0.09388708333333334
2005-04-07,-0.07822393162393163
2005-04-08,-0.07298290598290598
2005-04-09,-0.10190923076923078
2005-04-10,-0.10103247863247863
2005-04-11,-0.08066059322033897
2005-04-12,-0.07079744680851063
2005-04-13,-0.07807272727272727
2005-04-14,-0.08727510204081633
2005-04-15,-0.05667291666666666
2005-04-16,-0.0818766129032258
2005-04-17,-0.10783362831858408
2005-04-18,-0.1090516806722689
2005-04-19,-0.10418846153846154
2005-04-20,-0.08265641025641025
2005-04-21,-0.09563655462184874
2005-04-22,-0.09743168724279835
2005-04-23,-0.13328645833333333
2005-04-24,-0.12145887850467289
2005-04-25,-0.055640254237288134
2005-04-26,-0.08258583690987124
2005-04-27,-0.10769957627118644
2005-04-28,-0.06513086419753086
2005-04-30,-0.13670725806451614
2005-05-01,-0.08522660550458716
2005-05-02,-0.06793177966101695
2005-05-03,-0.0719409282700422
2005-05-04,-0.10784170212765957
2005-05-05,-0.07940893617021277
2005-05-06,-0.04606781115879829
2005-05-07,-0.14288412698412697
2005-05-08,-0.18676929133858267
2005-05-09,-0.07955702479338843
2005-05-10,-0.109775
2005-05-11,-0.04612575107296138
2005-05-12,-0.07930912863070538
2005-05-13,-0.1082892561983471
2005-05-14,-0.09215084745762711
2005-05-15,-0.10628861788617887
2005-05-16,-0.0884771186440678
2005-05-17,-0.0815463829787234
2005-05-18,-0.06808541666666666
2005-05-19,-0.0836149377593361
2005-05-20,-0.06755063829787233
2005-05-21,-0.08899453125000001
2005-05-22,-0.025365000000000006
2005-05-23,-0.06236386554621849
2005-05-24,-0.06505840336134454
2005-05-25,-0.07735404255319149
2005-05-26,-0.07654999999999999
2005-05-27,-0.07403063829787235
2005-05-28,-0.08882734375
2005-05-29,-0.07394262295081967
2005-05-30,-0.05659628099173554
